,CO,NO2,O3
5656,2.2,74.0,1830.0
5657,2.6,88.0,1704.0
5658,2.7,90.0,1576.0
5659,2.5,91.0,1305.0
5660,1.5,64.0,991.0
5661,2.0,72.0,1148.0
5662,3.1,88.0,1307.0
5663,3.7,110.0,1386.0
5664,4.0,95.0,1420.0
5665,4.1,91.0,1341.0
5666,3.1,94.0,1258.0
5667,3.2,86.0,1245.0
5668,3.2,79.0,1231.0
5669,2.7,71.0,1151.0
5670,2.3,62.0,1048.0
5671,1.6,56.0,928.0
5672,1.1,49.0,813.0
5673,0.7,-200.0,753.0
5674,-200.0,38.0,709.0
5675,0.6,35.0,721.0
5676,0.5,37.0,710.0
5677,1.5,56.0,951.0
5678,3.4,85.0,1336.0
5679,4.4,112.0,1489.0
5680,4.4,107.0,1558.0
5681,5.8,151.0,1944.0
5682,4.9,151.0,1782.0
5683,5.1,150.0,1921.0
5684,7.5,190.0,2039.0
5685,5.8,168.0,1912.0
5686,5.9,127.0,1827.0
5687,6.8,140.0,1919.0
5688,7.9,158.0,2013.0
5689,8.0,121.0,1919.0
5690,9.2,119.0,1927.0
5691,5.9,96.0,1573.0
5692,3.7,77.0,1325.0
5693,2.6,66.0,1203.0
5694,1.1,56.0,947.0
5695,2.6,62.0,1106.0
5696,2.2,58.0,1045.0
5697,0.9,-200.0,827.0
5698,-200.0,37.0,777.0
5699,0.5,35.0,748.0
5700,0.7,50.0,833.0
5701,1.3,64.0,960.0
5702,2.2,75.0,1157.0
5703,3.7,101.0,1444.0
5704,3.7,94.0,1522.0
5705,3.4,95.0,1452.0
5706,3.4,124.0,1437.0
5707,2.6,86.0,1209.0
5708,2.5,79.0,1170.0
5709,2.5,87.0,1190.0
5710,2.7,94.0,1278.0
5711,3.2,107.0,1305.0
5712,3.7,107.0,1364.0
5713,4.6,117.0,1428.0
5714,3.3,97.0,1285.0
5715,2.4,90.0,1143.0
5716,2.8,86.0,1235.0
5717,2.7,77.0,1208.0
5718,1.8,66.0,1041.0
5719,1.1,57.0,897.0
5720,1.2,55.0,862.0
5721,0.8,-200.0,816.0
5722,0.6,40.0,747.0
5723,0.5,40.0,727.0
5724,0.7,46.0,799.0
5725,0.8,53.0,807.0
5726,3.5,84.0,1324.0
5727,3.6,88.0,1404.0
5728,-200.0,143.0,1605.0
5729,-200.0,130.0,1478.0
5730,-200.0,120.0,1414.0
5731,-200.0,139.0,1465.0
5732,-200.0,139.0,1588.0
5733,-200.0,156.0,1651.0
5734,-200.0,143.0,1652.0
5735,-200.0,186.0,2110.0
5736,8.7,171.0,2204.0
5737,5.8,124.0,1780.0
5738,4.3,97.0,1590.0
5739,3.6,92.0,1419.0
5740,3.9,96.0,1415.0
5741,2.4,74.0,1180.0
5742,1.6,65.0,1015.0
5743,1.8,62.0,1014.0
5744,1.5,59.0,938.0
5745,0.7,-200.0,777.0
5746,0.5,41.0,723.0
5747,0.4,38.0,702.0
5748,0.5,43.0,725.0
5749,0.8,52.0,836.0
5750,2.0,75.0,1129.0
5751,6.2,118.0,1718.0
5752,4.5,126.0,1646.0
5753,4.6,151.0,1664.0
5754,3.3,107.0,1496.0
5755,3.6,114.0,1506.0
5756,4.4,125.0,1604.0
5757,4.3,138.0,1632.0
5758,5.0,144.0,1736.0
5759,8.1,180.0,2165.0
5760,8.0,154.0,2152.0
5761,3.6,105.0,1556.0
5762,2.9,98.0,1389.0
5763,2.7,93.0,1300.0
5764,1.9,76.0,1126.0
5765,1.3,69.0,982.0
5766,1.2,66.0,941.0
5767,1.8,76.0,1010.0
5768,1.9,73.0,985.0
5769,1.5,-200.0,889.0
5770,0.9,54.0,791.0
5771,0.5,44.0,710.0
5772,0.6,45.0,743.0
5773,1.1,58.0,857.0
5774,2.8,87.0,1143.0
5775,2.9,97.0,1210.0
5776,1.7,80.0,1060.0
5777,2.3,82.0,1252.0
5778,3.3,112.0,1435.0
5779,3.5,121.0,1544.0
5780,3.8,132.0,1600.0
5781,3.4,141.0,1534.0
5782,3.8,130.0,1495.0
5783,3.6,113.0,1442.0
5784,3.5,101.0,1340.0
5785,2.8,91.0,1231.0
5786,2.5,90.0,1128.0
5787,3.1,90.0,1188.0
5788,1.8,83.0,998.0
5789,1.6,73.0,944.0
5790,1.9,80.0,928.0
5791,2.0,87.0,1037.0
5792,1.4,79.0,930.0
5793,1.2,-200.0,803.0
5794,-200.0,56.0,665.0
5795,0.7,42.0,533.0
5796,0.4,31.0,449.0
5797,0.4,35.0,440.0
5798,0.5,51.0,453.0
5799,0.7,58.0,465.0
5800,0.7,57.0,457.0
5801,0.7,63.0,475.0
5802,1.0,61.0,532.0
5803,1.0,34.0,526.0
5804,0.9,26.0,520.0
5805,0.9,28.0,500.0
5806,0.9,50.0,482.0
5807,1.1,55.0,539.0
5808,3.2,84.0,943.0
5809,3.1,140.0,1016.0
5810,3.1,138.0,1063.0
5811,2.3,127.0,1034.0
5812,1.8,117.0,864.0
5813,0.8,57.0,500.0
5814,0.9,59.0,537.0
5815,0.8,62.0,524.0
5816,0.7,42.0,457.0
5817,0.4,-200.0,360.0
5818,0.2,13.0,333.0
5819,0.2,18.0,339.0
5820,0.3,26.0,358.0
5821,0.7,72.0,494.0
5822,1.7,131.0,828.0
5823,1.8,133.0,769.0
5824,1.5,116.0,714.0
5825,1.3,117.0,672.0
5826,1.2,103.0,671.0
5827,1.3,100.0,631.0
5828,1.8,105.0,805.0
5829,1.7,121.0,808.0
5830,2.2,132.0,964.0
5831,3.2,156.0,1188.0
5832,5.9,183.0,1571.0
5833,6.6,-200.0,1580.0
5834,-200.0,-200.0,1426.0
5835,-200.0,-200.0,1239.0
5836,-200.0,-200.0,1064.0
5837,-200.0,-200.0,987.0
5838,-200.0,-200.0,873.0
5839,-200.0,-200.0,783.0
5840,-200.0,-200.0,719.0
5841,-200.0,-200.0,660.0
5842,-200.0,-200.0,613.0
5843,-200.0,-200.0,627.0
5844,-200.0,-200.0,697.0
5845,-200.0,-200.0,915.0
5846,-200.0,-200.0,1399.0
5847,-200.0,-200.0,1495.0
5848,-200.0,-200.0,1499.0
5849,-200.0,-200.0,1720.0
5850,-200.0,-200.0,1210.0
5851,-200.0,-200.0,1123.0
5852,-200.0,-200.0,1209.0
5853,2.1,-200.0,1144.0
5854,1.5,-200.0,847.0
5855,1.6,-200.0,923.0
5856,3.5,-200.0,1166.0
5857,4.6,-200.0,1280.0
5858,4.7,-200.0,1193.0
5859,3.0,-200.0,966.0
5860,1.5,-200.0,752.0
5861,0.9,-200.0,594.0
5862,0.8,-200.0,545.0
5863,0.7,-200.0,555.0
5864,0.6,-200.0,543.0
5865,0.3,-200.0,420.0
5866,0.2,29.0,373.0
5867,0.2,26.0,363.0
5868,0.3,39.0,411.0
5869,0.5,72.0,496.0
5870,1.4,128.0,738.0
5871,2.0,149.0,910.0
5872,1.6,165.0,821.0
5873,1.3,150.0,740.0
5874,1.4,165.0,852.0
5875,1.9,175.0,895.0
5876,2.7,145.0,1019.0
5877,2.1,98.0,993.0
5878,2.4,105.0,1043.0
5879,2.7,106.0,1111.0
5880,2.5,141.0,1087.0
5881,3.7,177.0,1250.0
5882,4.6,182.0,1331.0
5883,3.9,193.0,1243.0
5884,2.2,148.0,1074.0
5885,2.7,167.0,1258.0
5886,2.6,158.0,1189.0
5887,2.1,132.0,1092.0
5888,1.4,97.0,996.0
5889,1.2,-200.0,974.0
5890,1.1,74.0,902.0
5891,1.1,68.0,859.0
5892,1.1,89.0,970.0
5893,1.5,117.0,1062.0
5894,3.1,190.0,1304.0
5895,6.8,211.0,1643.0
5896,5.4,190.0,1488.0
5897,4.5,194.0,1465.0
5898,3.0,210.0,1198.0
5899,2.8,199.0,1160.0
5900,3.9,178.0,1277.0
5901,3.4,184.0,1171.0
5902,3.2,186.0,1106.0
5903,2.8,168.0,1036.0
5904,3.9,187.0,1196.0
5905,3.5,166.0,1170.0
5906,4.7,177.0,1312.0
5907,4.6,207.0,1251.0
5908,1.2,114.0,805.0
5909,1.1,84.0,736.0
5910,1.2,92.0,774.0
5911,1.6,111.0,826.0
5912,0.7,71.0,636.0
5913,0.4,-200.0,516.0
5914,-200.0,43.0,531.0
5915,0.6,50.0,558.0
5916,0.5,53.0,565.0
5917,0.6,67.0,604.0
5918,1.4,113.0,794.0
5919,2.0,140.0,907.0
5920,1.6,116.0,838.0
5921,1.6,122.0,884.0
5922,1.7,116.0,866.0
5923,2.0,118.0,909.0
5924,2.3,125.0,990.0
5925,2.4,126.0,1050.0
5926,2.2,135.0,1023.0
5927,2.6,140.0,1103.0
5928,4.0,163.0,1239.0
5929,5.2,178.0,1384.0
5930,3.9,160.0,1289.0
5931,3.8,166.0,1180.0
5932,1.6,115.0,855.0
5933,1.5,107.0,857.0
5934,1.6,108.0,811.0
5935,1.5,111.0,794.0
5936,1.0,75.0,612.0
5937,0.8,-200.0,590.0
5938,1.3,88.0,807.0
5939,1.0,71.0,702.0
5940,1.0,75.0,753.0
5941,0.9,86.0,709.0
5942,2.1,124.0,1087.0
5943,2.1,128.0,1126.0
5944,3.1,164.0,1386.0
5945,3.8,199.0,1476.0
5946,3.7,192.0,1424.0
5947,3.6,166.0,1310.0
5948,3.3,133.0,1114.0
5949,2.1,118.0,1029.0
5950,2.3,133.0,1101.0
5951,2.1,128.0,1040.0
5952,1.9,116.0,856.0
5953,1.9,118.0,836.0
5954,2.3,142.0,894.0
5955,1.7,113.0,696.0
5956,0.8,59.0,524.0
5957,0.8,52.0,506.0
5958,0.8,57.0,453.0
5959,0.8,58.0,434.0
5960,0.6,44.0,373.0
5961,0.4,-200.0,330.0
5962,0.3,26.0,305.0
5963,0.3,20.0,286.0
5964,0.2,17.0,268.0
5965,0.2,21.0,261.0
5966,0.3,29.0,274.0
5967,0.3,39.0,291.0
5968,0.4,41.0,304.0
5969,0.4,44.0,301.0
5970,0.6,54.0,329.0
5971,0.6,62.0,350.0
5972,0.6,62.0,380.0
5973,0.5,48.0,356.0
5974,0.6,59.0,383.0
5975,0.7,63.0,429.0
5976,1.4,78.0,556.0
5977,1.2,99.0,537.0
5978,1.1,106.0,554.0
5979,1.0,97.0,518.0
5980,0.6,67.0,416.0
5981,0.8,73.0,433.0
5982,0.6,62.0,393.0
5983,0.5,44.0,353.0
5984,0.3,31.0,314.0
5985,0.2,-200.0,296.0
5986,-200.0,21.0,297.0
5987,0.3,22.0,302.0
5988,0.4,41.0,348.0
5989,0.7,94.0,508.0
5990,2.0,167.0,936.0
5991,2.4,162.0,944.0
5992,1.8,141.0,843.0
5993,1.6,127.0,820.0
5994,1.7,116.0,793.0
5995,1.8,104.0,737.0
5996,1.7,111.0,718.0
5997,1.7,114.0,743.0
5998,1.7,121.0,848.0
5999,2.6,164.0,991.0
6000,4.0,194.0,1191.0
6001,3.8,175.0,1169.0
6002,4.0,180.0,1167.0
6003,2.4,147.0,966.0
6004,1.4,112.0,796.0
6005,1.3,94.0,712.0
6006,1.3,91.0,701.0
6007,1.0,76.0,591.0
6008,0.8,73.0,609.0
6009,0.6,-200.0,467.0
6010,0.4,32.0,391.0
6011,0.5,40.0,395.0
6012,0.5,63.0,510.0
6013,0.9,119.0,779.0
6014,3.5,202.0,1395.0
6015,5.2,222.0,1706.0
6016,4.3,212.0,1479.0
6017,3.5,219.0,1403.0
6018,2.6,189.0,1072.0
6019,2.5,147.0,929.0
6020,2.8,161.0,1024.0
6021,2.2,148.0,1010.0
6022,2.4,148.0,1046.0
6023,3.5,188.0,1264.0
6024,4.2,206.0,1365.0
6025,3.1,168.0,1281.0
6026,3.2,171.0,1463.0
6027,2.8,171.0,1388.0
6028,2.2,142.0,1195.0
6029,1.8,134.0,1111.0
6030,1.7,107.0,992.0
6031,1.6,121.0,1019.0
6032,1.1,85.0,828.0
6033,0.8,-200.0,752.0
6034,0.7,68.0,699.0
6035,0.8,69.0,719.0
6036,0.9,81.0,761.0
6037,1.2,92.0,830.0
6038,3.3,200.0,1318.0
6039,3.8,201.0,1482.0
6040,3.2,213.0,1474.0
6041,-200.0,-200.0,1632.0
6042,3.2,187.0,1592.0
6043,4.2,205.0,1679.0
6044,4.3,212.0,1670.0
6045,4.0,198.0,1650.0
6046,4.1,171.0,1692.0
6047,7.8,272.0,2155.0
6048,10.2,192.0,2452.0
6049,6.6,288.0,2032.0
6050,4.3,254.0,1751.0
6051,4.9,267.0,1675.0
6052,2.6,198.0,1312.0
6053,2.3,145.0,1179.0
6054,2.7,167.0,1197.0
6055,2.2,127.0,995.0
6056,2.0,119.0,971.0
6057,1.3,-200.0,876.0
6058,1.2,84.0,844.0
6059,1.1,89.0,813.0
6060,1.4,122.0,1005.0
6061,2.1,162.0,1170.0
6062,4.5,225.0,1533.0
6063,5.6,249.0,1783.0
6064,5.6,282.0,1818.0
6065,4.7,278.0,1826.0
6066,4.2,251.0,1839.0
6067,3.6,208.0,1428.0
6068,3.2,187.0,1353.0
6069,3.1,182.0,1491.0
6070,3.8,212.0,1517.0
6071,3.9,174.0,1413.0
6072,4.6,220.0,1429.0
6073,4.9,214.0,1503.0
6074,5.4,212.0,1636.0
6075,4.3,191.0,1687.0
6076,3.1,160.0,1405.0
6077,2.5,130.0,1199.0
6078,2.4,133.0,1090.0
6079,1.9,110.0,898.0
6080,1.3,65.0,663.0
6081,1.2,-200.0,611.0
6082,1.1,41.0,625.0
6083,0.9,36.0,606.0
6084,1.0,45.0,515.0
6085,1.6,98.0,826.0
6086,4.8,194.0,1542.0
6087,5.9,191.0,1626.0
6088,5.6,193.0,1538.0
6089,3.5,231.0,1441.0
6090,2.8,202.0,1217.0
6091,3.6,188.0,1320.0
6092,4.8,184.0,1368.0
6093,5.0,222.0,1199.0
6094,5.6,221.0,1375.0
6095,7.5,193.0,1682.0
6096,7.2,187.0,1761.0
6097,8.3,188.0,1883.0
6098,8.6,185.0,1855.0
6099,4.3,146.0,1078.0
6100,2.6,120.0,620.0
6101,2.6,110.0,645.0
6102,2.7,121.0,627.0
6103,2.7,126.0,645.0
6104,2.6,117.0,641.0
6105,2.4,-200.0,591.0
6106,-200.0,94.0,594.0
6107,0.6,70.0,500.0
6108,0.7,96.0,628.0
6109,1.2,136.0,1040.0
6110,2.0,177.0,1159.0
6111,2.8,214.0,1330.0
6112,2.9,243.0,1402.0
6113,2.2,192.0,1104.0
6114,1.6,149.0,855.0
6115,1.5,141.0,862.0
6116,1.9,137.0,973.0
6117,1.5,138.0,936.0
6118,1.8,149.0,1009.0
6119,3.4,196.0,1475.0
6120,4.6,239.0,1765.0
6121,1.6,164.0,1329.0
6122,1.2,149.0,1262.0
6123,1.2,159.0,1230.0
6124,0.9,149.0,1229.0
6125,0.7,133.0,1196.0
6126,2.5,216.0,1433.0
6127,1.5,196.0,1249.0
6128,0.5,120.0,983.0
6129,0.3,-200.0,965.0
6130,0.5,101.0,932.0
6131,0.1,75.0,770.0
6132,0.2,73.0,788.0
6133,-200.0,84.0,819.0
6134,0.2,116.0,879.0
6135,0.5,132.0,924.0
6136,0.4,125.0,964.0
6137,0.8,148.0,1055.0
6138,1.5,186.0,1383.0
6139,1.9,193.0,1367.0
6140,1.1,174.0,1120.0
6141,0.3,106.0,775.0
6142,0.9,127.0,1150.0
6143,2.1,172.0,1528.0
6144,2.4,179.0,1655.0
6145,1.6,150.0,1393.0
6146,1.1,147.0,1338.0
6147,1.3,163.0,1403.0
6148,0.8,145.0,1327.0
6149,1.0,186.0,1346.0
6150,0.3,116.0,1132.0
6151,1.0,145.0,1209.0
6152,0.4,122.0,1044.0
6153,0.1,-200.0,936.0
6154,-200.0,68.0,840.0
6155,-200.0,80.0,847.0
6156,0.1,108.0,959.0
6157,0.4,149.0,1133.0
6158,2.4,232.0,1511.0
6159,3.1,215.0,2346.0
6160,3.1,218.0,2311.0
6161,2.7,239.0,1798.0
6162,2.3,224.0,1750.0
6163,3.0,235.0,1863.0
6164,3.6,237.0,1883.0
6165,3.1,239.0,1851.0
6166,3.5,235.0,1919.0
6167,4.0,199.0,2078.0
6168,6.3,240.0,2434.0
6169,6.9,245.0,2515.0
6170,6.5,239.0,2522.0
6171,3.3,191.0,2334.0
6172,2.4,164.0,2199.0
6173,1.7,130.0,1861.0
6174,1.3,121.0,1751.0
6175,1.1,118.0,1652.0
6176,0.8,113.0,1455.0
6177,0.3,-200.0,1158.0
6178,-200.0,94.0,1126.0
6179,1.3,92.0,1126.0
6180,1.4,98.0,1158.0
6181,2.1,111.0,1237.0
6182,4.5,139.0,1696.0
6183,5.7,160.0,1800.0
6184,6.6,183.0,1967.0
6185,5.0,185.0,1862.0
6186,5.3,198.0,2003.0
6187,5.4,201.0,2041.0
6188,7.3,233.0,2202.0
6189,5.1,202.0,1966.0
6190,5.3,186.0,2030.0
6191,7.3,215.0,2201.0
6192,10.2,227.0,2386.0
6193,11.9,220.0,2342.0
6194,11.5,190.0,2237.0
6195,8.3,178.0,2025.0
6196,4.7,147.0,1853.0
6197,4.0,138.0,1817.0
6198,3.9,135.0,1704.0
6199,2.8,123.0,1463.0
6200,2.3,106.0,1299.0
6201,1.8,-200.0,1205.0
6202,1.4,81.0,1019.0
6203,1.0,66.0,867.0
6204,1.0,64.0,911.0
6205,1.8,86.0,1106.0
6206,3.8,114.0,1479.0
6207,4.2,115.0,1568.0
6208,3.6,110.0,1530.0
6209,3.3,116.0,1582.0
6210,2.0,162.0,1235.0
6211,2.0,104.0,1195.0
6212,2.9,129.0,1471.0
6213,2.7,146.0,1582.0
6214,3.4,160.0,1671.0
6215,4.5,169.0,1711.0
6216,6.1,167.0,1852.0
6217,6.8,166.0,1902.0
6218,8.4,181.0,1961.0
6219,5.3,144.0,1689.0
6220,4.5,141.0,1580.0
6221,4.1,123.0,1428.0
6222,4.0,121.0,1434.0
6223,4.0,114.0,1389.0
6224,3.0,93.0,1130.0
6225,2.1,-200.0,983.0
6226,2.2,89.0,1025.0
6227,2.2,94.0,1050.0
6228,2.0,93.0,1038.0
6229,2.2,100.0,1080.0
6230,4.0,127.0,1411.0
6231,4.8,137.0,1549.0
6232,4.6,190.0,1659.0
6233,2.8,171.0,1434.0
6234,2.1,127.0,1310.0
6235,2.0,109.0,1227.0
6236,2.5,126.0,1261.0
6237,2.5,136.0,1261.0
6238,2.8,156.0,1345.0
6239,4.0,187.0,1608.0
6240,4.5,173.0,1653.0
6241,3.1,137.0,1442.0
6242,2.6,122.0,1421.0
6243,2.6,129.0,1329.0
6244,2.0,110.0,1212.0
6245,1.8,102.0,1179.0
6246,2.5,114.0,1231.0
6247,2.3,117.0,1214.0
6248,2.1,98.0,1134.0
6249,1.5,-200.0,992.0
6250,-200.0,79.0,989.0
6251,1.2,77.0,897.0
6252,1.0,75.0,885.0
6253,1.7,95.0,1059.0
6254,4.3,137.0,1567.0
6255,5.8,149.0,1727.0
6256,5.6,197.0,2021.0
6257,4.0,183.0,1795.0
6258,4.0,179.0,1852.0
6259,4.9,196.0,1943.0
6260,5.6,208.0,2058.0
6261,5.1,203.0,1972.0
6262,6.2,213.0,2098.0
6263,7.7,233.0,2244.0
6264,10.1,255.0,2465.0
6265,6.4,170.0,2096.0
6266,7.7,167.0,2190.0
6267,8.1,205.0,2234.0
6268,4.7,170.0,2048.0
6269,4.3,154.0,2044.0
6270,4.1,143.0,1881.0
6271,4.2,140.0,1774.0
6272,3.8,122.0,1615.0
6273,2.7,-200.0,1473.0
6274,2.4,103.0,1380.0
6275,2.0,97.0,1251.0
6276,1.7,99.0,1173.0
6277,2.1,110.0,1217.0
6278,2.5,110.0,1193.0
6279,3.8,121.0,1358.0
6280,3.9,122.0,1481.0
6281,4.2,136.0,1532.0
6282,4.0,170.0,1675.0
6283,4.4,156.0,1709.0
6284,4.7,158.0,1743.0
6285,4.6,174.0,1774.0
6286,4.8,187.0,1804.0
6287,4.5,147.0,1555.0
6288,5.6,136.0,1621.0
6289,4.9,134.0,1614.0
6290,5.3,126.0,1637.0
6291,4.6,130.0,1485.0
6292,2.4,98.0,1280.0
6293,2.7,89.0,1236.0
6294,2.5,88.0,1204.0
6295,2.3,86.0,1069.0
6296,-200.0,-200.0,957.0
6297,1.3,70.0,828.0
6298,1.0,55.0,748.0
6299,0.9,45.0,663.0
6300,0.7,44.0,644.0
6301,0.8,50.0,662.0
6302,1.0,74.0,736.0
6303,1.1,81.0,761.0
6304,0.8,65.0,696.0
6305,1.4,76.0,871.0
6306,2.2,110.0,1004.0
6307,2.7,124.0,1133.0
6308,2.3,120.0,1140.0
6309,1.9,99.0,999.0
6310,2.7,117.0,1124.0
6311,3.2,132.0,1193.0
6312,3.2,113.0,1258.0
6313,3.5,117.0,1356.0
6314,4.5,127.0,1468.0
6315,4.1,132.0,1390.0
6316,3.3,121.0,1348.0
6317,3.1,122.0,1355.0
6318,3.0,113.0,1315.0
6319,2.3,99.0,1183.0
6320,2.3,86.0,1117.0
6321,1.7,-200.0,1001.0
6322,1.5,66.0,925.0
6323,1.3,67.0,940.0
6324,1.4,78.0,956.0
6325,2.0,90.0,1064.0
6326,4.2,120.0,1515.0
6327,5.9,139.0,1803.0
6328,6.3,172.0,1927.0
6329,6.6,232.0,2197.0
6330,5.0,168.0,2038.0
6331,2.5,120.0,1339.0
6332,2.6,121.0,1328.0
6333,1.9,117.0,1227.0
6334,2.3,121.0,1199.0
6335,1.9,107.0,1046.0
6336,2.3,115.0,1132.0
6337,1.8,94.0,986.0
6338,1.9,98.0,991.0
6339,1.4,87.0,847.0
6340,1.2,78.0,783.0
6341,1.0,69.0,752.0
6342,1.2,67.0,737.0
6343,1.4,81.0,796.0
6344,1.2,75.0,765.0
6345,0.8,-200.0,636.0
6346,0.6,42.0,539.0
6347,0.6,38.0,483.0
6348,0.7,64.0,537.0
6349,1.1,86.0,707.0
6350,2.5,127.0,1070.0
6351,3.6,122.0,1248.0
6352,3.6,141.0,1261.0
6353,3.3,139.0,1209.0
6354,2.0,105.0,1039.0
6355,1.9,103.0,977.0
6356,2.2,108.0,976.0
6357,2.2,109.0,995.0
6358,3.8,149.0,1350.0
6359,3.5,143.0,1215.0
6360,5.2,159.0,1461.0
6361,6.3,178.0,1598.0
6362,6.8,168.0,1669.0
6363,4.1,160.0,1223.0
6364,2.3,117.0,939.0
6365,1.9,113.0,902.0
6366,2.2,113.0,933.0
6367,1.3,94.0,766.0
6368,1.2,76.0,749.0
6369,0.9,-200.0,709.0
6370,-200.0,68.0,746.0
6371,0.6,63.0,757.0
6372,0.9,74.0,792.0
6373,1.4,96.0,921.0
6374,3.4,121.0,1318.0
6375,5.0,145.0,1547.0
6376,4.7,158.0,1516.0
6377,3.2,143.0,1340.0
6378,3.5,182.0,1556.0
6379,4.0,163.0,1582.0
6380,5.7,178.0,1791.0
6381,5.0,162.0,1631.0
6382,5.6,171.0,1679.0
6383,6.2,174.0,1681.0
6384,7.5,185.0,1718.0
6385,3.0,126.0,1193.0
6386,2.6,113.0,1044.0
6387,2.1,111.0,925.0
6388,1.8,107.0,889.0
6389,2.0,107.0,929.0
6390,2.2,102.0,958.0
6391,1.9,96.0,844.0
6392,1.6,86.0,830.0
6393,1.1,-200.0,785.0
6394,0.9,70.0,743.0
6395,0.7,59.0,711.0
6396,0.9,74.0,819.0
6397,1.4,89.0,981.0
6398,4.2,131.0,1480.0
6399,5.0,139.0,1691.0
6400,4.4,145.0,1548.0
6401,3.4,137.0,1523.0
6402,2.8,128.0,1406.0
6403,3.4,128.0,1476.0
6404,2.9,123.0,1481.0
6405,3.9,136.0,1534.0
6406,4.0,137.0,1592.0
6407,4.9,151.0,1688.0
6408,7.7,171.0,1940.0
6409,9.4,171.0,2069.0
6410,7.8,161.0,1943.0
6411,6.6,154.0,1846.0
6412,4.7,127.0,1611.0
6413,4.8,115.0,1487.0
6414,3.2,102.0,1208.0
6415,2.6,100.0,1043.0
6416,2.1,86.0,979.0
6417,1.3,-200.0,806.0
6418,1.1,80.0,768.0
6419,0.7,74.0,720.0
6420,0.9,82.0,785.0
6421,1.5,96.0,903.0
6422,3.8,124.0,1389.0
6423,6.0,142.0,1649.0
6424,5.1,154.0,1621.0
6425,3.6,144.0,1362.0
6426,3.0,144.0,1624.0
6427,3.1,139.0,1605.0
6428,3.3,138.0,1608.0
6429,3.4,134.0,1522.0
6430,4.6,150.0,1708.0
6431,6.9,173.0,1885.0
6432,5.1,134.0,1657.0
6433,4.9,128.0,1645.0
6434,6.1,132.0,1729.0
6435,6.2,134.0,1556.0
6436,3.0,107.0,1317.0
6437,3.4,101.0,1290.0
6438,3.5,94.0,1287.0
6439,3.2,99.0,1235.0
6440,2.9,90.0,1144.0
6441,2.1,-200.0,1004.0
6442,-200.0,71.0,944.0
6443,1.7,71.0,972.0
6444,1.7,66.0,968.0
6445,1.3,70.0,954.0
6446,2.8,90.0,1201.0
6447,2.5,102.0,1017.0
6448,2.7,102.0,1039.0
6449,1.5,94.0,911.0
6450,2.6,122.0,1059.0
6451,3.1,124.0,1213.0
6452,2.5,103.0,1003.0
6453,2.6,115.0,1017.0
6454,2.5,107.0,937.0
6455,2.3,120.0,987.0
6456,3.1,120.0,1131.0
6457,1.9,108.0,969.0
6458,2.5,115.0,1062.0
6459,3.1,124.0,1058.0
6460,2.0,109.0,959.0
6461,1.9,93.0,887.0
6462,2.4,103.0,911.0
6463,2.0,106.0,914.0
6464,1.2,96.0,786.0
6465,1.0,-200.0,741.0
6466,1.0,81.0,727.0
6467,0.8,70.0,686.0
6468,0.6,60.0,648.0
6469,0.7,63.0,645.0
6470,0.8,68.0,679.0
6471,0.9,68.0,696.0
6472,1.0,66.0,735.0
6473,1.3,72.0,803.0
6474,1.7,81.0,848.0
6475,2.4,89.0,882.0
6476,1.7,85.0,812.0
6477,1.8,86.0,889.0
6478,1.5,83.0,749.0
6479,1.1,77.0,682.0
6480,2.4,93.0,922.0
6481,2.0,103.0,833.0
6482,1.5,90.0,808.0
6483,1.7,93.0,790.0
6484,1.0,72.0,685.0
6485,1.0,73.0,706.0
6486,1.0,64.0,636.0
6487,0.9,66.0,678.0
6488,1.1,71.0,714.0
6489,1.1,-200.0,726.0
6490,0.6,54.0,646.0
6491,0.7,58.0,685.0
6492,0.9,72.0,750.0
6493,1.3,89.0,878.0
6494,3.1,112.0,1238.0
6495,4.9,131.0,1572.0
6496,4.7,161.0,1488.0
6497,3.2,135.0,1424.0
6498,2.5,119.0,1338.0
6499,3.8,144.0,1559.0
6500,3.3,130.0,1415.0
6501,2.5,109.0,1331.0
6502,2.7,114.0,1315.0
6503,2.9,115.0,1289.0
6504,3.1,123.0,1389.0
6505,4.0,138.0,1351.0
6506,3.1,123.0,1267.0
6507,2.7,112.0,1279.0
6508,1.7,87.0,1071.0
6509,1.5,79.0,994.0
6510,1.4,74.0,956.0
6511,1.4,75.0,936.0
6512,1.1,70.0,826.0
6513,1.1,-200.0,839.0
6514,-200.0,64.0,748.0
6515,0.6,63.0,740.0
6516,0.8,67.0,783.0
6517,1.0,71.0,891.0
6518,2.8,98.0,1197.0
6519,3.4,114.0,1311.0
6520,3.3,130.0,1472.0
6521,4.1,155.0,1694.0
6522,3.5,141.0,1639.0
6523,3.0,118.0,1469.0
6524,3.6,134.0,1415.0
6525,3.0,123.0,1250.0
6526,2.6,117.0,1236.0
6527,2.6,110.0,1212.0
6528,3.1,115.0,1212.0
6529,3.2,116.0,1195.0
6530,2.4,99.0,1200.0
6531,2.6,115.0,1209.0
6532,2.4,104.0,1276.0
6533,1.8,92.0,1132.0
6534,1.7,84.0,1061.0
6535,1.9,81.0,1036.0
6536,1.4,77.0,911.0
6537,1.5,-200.0,951.0
6538,1.7,75.0,1033.0
6539,1.0,69.0,816.0
6540,0.9,67.0,822.0
6541,1.0,68.0,841.0
6542,1.0,68.0,795.0
6543,1.1,69.0,831.0
6544,1.7,81.0,1025.0
6545,2.3,95.0,1178.0
